image_id,healthy,multiple_diseases,rust,scab
Test_0,0.0008046886631269956,0.013992211287586542,0.9851619601249695,4.109018729181457e-05
Test_1,1.58422589224827e-05,0.0009973051921861043,0.9989819526672363,4.9059408837592855e-06
Test_2,2.1314628448010353e-05,0.00035012693626867986,3.15773058812141e-06,0.9996254146099091
Test_3,0.9944356232881546,9.356433054108493e-06,0.005462974943384324,9.20650669513634e-05
Test_4,0.000405122682423098,0.0019291017524665224,0.997543528676033,0.00012221680856328024
Test_5,0.9934699833393097,0.0007601490044635284,0.004850939081507022,0.0009189180636894889
Test_6,0.9621564447879791,0.0010969828831548512,0.03545869017671066,0.0012878635325250798
Test_7,2.7592784917374047e-05,0.04730756397270852,0.0003964179613134,0.9522684216499329
Test_8,1.311812106052912e-06,0.8868954628705978,4.1650634329926106e-05,0.11306157821672969
Test_9,8.55920839342994e-05,0.005113540037200437,0.9947893619537354,1.149467446381891e-05
Test_10,0.00036875824831739124,0.0009357221119898894,0.9986579269170761,3.7588446957670385e-05
Test_11,0.9968269318342209,0.00024402959803637714,0.0027621339249890298,0.00016688830868361038
Test_12,0.00916138244792819,0.05875002278480679,6.380512249393178e-05,0.9320247918367386
Test_13,0.984176829457283,0.003151837299583349,0.011946694204198138,0.0007246383523806799
Test_14,0.00011265979517105505,0.03143161414482165,0.9684488028287888,6.9192225566894194e-06
Test_15,5.703974386506161e-05,0.0009936487585946452,0.9989457279443741,3.607152677886915e-06
Test_16,0.9966537654399872,0.00017885912853898844,0.0029625764709635405,0.00020478757566522177
Test_17,0.00019178636921424183,0.2658901568502188,0.009984450109186582,0.7239335924386978
Test_18,0.022029468840628397,0.04736093001338304,0.015708492159319576,0.9149011224508286
Test_19,3.989196595455269e-05,0.0034616224002093077,0.9964782148599625,2.02820272079407e-05
Test_20,4.072125457166287e-05,0.001218486735069746,5.544334764302772e-06,0.9987352341413498
Test_21,0.9908014237880707,0.00012895796601242182,0.007687355210350688,0.0013822290193559184
Test_22,0.00010138221023225924,0.07719682669267058,0.9226989299058914,2.8619099374793677e-06
Test_23,1.764694219730245e-05,0.00027261757577434764,4.699695168142171e-06,0.9997050762176514
Test_24,0.9967941045761108,0.0023434049890056485,0.00041190843512595166,0.00045063254628985305
Test_25,4.1446820517876404e-05,0.0013799544333323865,4.387670398386945e-05,0.9985347092151642
Test_26,0.0016235465300269423,0.06733027404698078,0.0009248620717698941,0.9301213175058365
Test_27,0.0002447537548277978,0.006422832083899266,0.9932891577482224,4.3237041147392574e-05
Test_28,0.9993594437837601,4.163560677739042e-05,0.0005302657484094198,6.8700753615758e-05
