image_id,healthy,multiple_diseases,rust,scab
Test_8,0.0,1.0,0.0,0.0
Test_12,0.0,0.0,0.0,1.0
Test_13,1.0,0.0,0.0,0.0
Test_14,0.0,0.0,1.0,0.0
Test_17,0.0,0.0,0.0,1.0
Test_21,1.0,0.0,0.0,0.0
Test_23,0.0,0.0,0.0,1.0
Test_39,0.0,0.0,1.0,0.0
Test_41,0.0,0.0,1.0,0.0
Test_54,0.0,1.0,0.0,0.0
Test_56,0.0,0.0,0.0,1.0
Test_75,0.0,0.0,0.0,1.0
Test_76,1.0,0.0,0.0,0.0
Test_78,0.0,0.0,0.0,1.0
Test_80,0.0,1.0,0.0,0.0
Test_92,1.0,0.0,0.0,0.0
Test_100,0.0,0.0,0.0,1.0
Test_105,0.0,0.0,0.0,1.0
Test_107,0.0,0.0,1.0,0.0
Test_109,0.0,1.0,0.0,0.0
Test_110,1.0,0.0,0.0,0.0
Test_116,0.0,0.0,1.0,0.0
Test_126,1.0,0.0,0.0,0.0
Test_150,0.0,0.0,0.0,1.0
Test_152,0.0,0.0,1.0,0.0
Test_167,0.0,0.0,1.0,0.0
Test_168,0.0,1.0,0.0,0.0
Test_175,1.0,0.0,0.0,0.0
Test_178,0.0,0.0,0.0,1.0
Test_195,1.0,0.0,0.0,0.0
Test_196,0.0,0.0,0.0,1.0
Test_197,0.0,0.0,1.0,0.0
Test_202,0.0,0.0,1.0,0.0
Test_210,0.0,0.0,0.0,1.0
Test_214,0.0,0.0,1.0,0.0
Test_216,1.0,0.0,0.0,0.0
Test_224,0.0,1.0,0.0,0.0
Test_229,0.0,0.0,1.0,0.0
Test_232,1.0,0.0,0.0,0.0
Test_236,0.0,1.0,0.0,0.0
Test_238,0.0,1.0,0.0,0.0
Test_242,0.0,0.0,0.0,1.0
Test_246,0.0,0.0,0.0,1.0
Test_250,1.0,0.0,0.0,0.0
Test_259,0.0,1.0,0.0,0.0
Test_265,0.0,0.0,1.0,0.0
Test_266,0.0,0.0,0.0,1.0
Test_268,0.0,1.0,0.0,0.0
Test_269,1.0,0.0,0.0,0.0
Test_276,0.0,0.0,0.0,1.0
Test_287,0.0,0.0,0.0,1.0
Test_289,0.0,0.0,0.0,1.0
Test_299,0.0,1.0,0.0,0.0
Test_306,0.0,0.0,0.0,1.0
Test_308,0.0,0.0,0.0,1.0
Test_310,0.0,0.0,1.0,0.0
Test_318,0.0,0.0,0.0,1.0
Test_321,1.0,0.0,0.0,0.0
Test_323,0.0,0.0,1.0,0.0
Test_326,0.0,0.0,1.0,0.0
Test_335,1.0,0.0,0.0,0.0
Test_338,1.0,0.0,0.0,0.0
Test_347,0.0,0.0,1.0,0.0
Test_350,0.0,0.0,0.0,1.0
Test_355,0.0,0.0,0.0,1.0
Test_358,0.0,1.0,0.0,0.0
Test_359,0.0,0.0,0.0,1.0
Test_383,1.0,0.0,0.0,0.0
Test_384,0.0,0.0,1.0,0.0
Test_385,0.0,0.0,0.0,1.0
Test_388,1.0,0.0,0.0,0.0
Test_393,0.0,0.0,0.0,1.0
Test_395,0.0,1.0,0.0,0.0
Test_396,0.0,0.0,0.0,1.0
Test_399,0.0,0.0,0.0,1.0
Test_408,0.0,0.0,0.0,1.0
Test_409,0.0,0.0,1.0,0.0
Test_410,0.0,0.0,0.0,1.0
Test_412,0.0,1.0,0.0,0.0
Test_414,0.0,0.0,1.0,0.0
Test_415,0.0,0.0,1.0,0.0
Test_417,0.0,0.0,1.0,0.0
Test_418,1.0,0.0,0.0,0.0
Test_427,0.0,0.0,0.0,1.0
Test_438,0.0,0.0,1.0,0.0
Test_450,0.0,0.0,1.0,0.0
Test_451,0.0,0.0,1.0,0.0
Test_455,0.0,0.0,0.0,1.0
Test_464,1.0,0.0,0.0,0.0
Test_481,0.0,0.0,0.0,1.0
Test_491,0.0,0.0,1.0,0.0
Test_492,0.0,0.0,0.0,1.0
Test_495,0.0,0.0,0.0,1.0
Test_509,0.0,0.0,1.0,0.0
Test_514,1.0,0.0,0.0,0.0
Test_522,0.0,0.0,1.0,0.0
Test_527,0.0,0.0,1.0,0.0
Test_535,0.0,0.0,1.0,0.0
Test_539,0.0,0.0,1.0,0.0
Test_546,0.0,0.0,0.0,1.0
Test_547,0.0,0.0,1.0,0.0
Test_555,0.0,0.0,0.0,1.0
Test_557,0.0,1.0,0.0,0.0
Test_558,0.0,0.0,1.0,0.0
Test_564,0.0,1.0,0.0,0.0
Test_595,0.0,0.0,0.0,1.0
Test_600,0.0,0.0,1.0,0.0
Test_609,1.0,0.0,0.0,0.0
Test_616,0.0,0.0,0.0,1.0
Test_620,0.0,1.0,0.0,0.0
Test_635,1.0,0.0,0.0,0.0
Test_637,0.0,0.0,1.0,0.0
Test_639,0.0,0.0,1.0,0.0
Test_642,0.0,0.0,0.0,1.0
Test_647,0.0,1.0,0.0,0.0
Test_661,0.0,0.0,0.0,1.0
Test_664,0.0,0.0,1.0,0.0
Test_665,0.0,0.0,0.0,1.0
Test_670,0.0,0.0,1.0,0.0
Test_675,1.0,0.0,0.0,0.0
Test_702,0.0,0.0,0.0,1.0
Test_712,0.0,0.0,0.0,1.0
Test_724,0.0,0.0,1.0,0.0
Test_727,0.0,1.0,0.0,0.0
Test_731,0.0,0.0,1.0,0.0
Test_738,1.0,0.0,0.0,0.0
Test_744,0.0,0.0,0.0,1.0
Test_765,0.0,0.0,0.0,1.0
Test_770,0.0,0.0,0.0,1.0
Test_774,0.0,0.0,0.0,1.0
Test_777,1.0,0.0,0.0,0.0
Test_788,1.0,0.0,0.0,0.0
Test_796,0.0,0.0,1.0,0.0
Test_798,0.0,0.0,1.0,0.0
Test_800,0.0,0.0,1.0,0.0
Test_807,0.0,1.0,0.0,0.0
Test_812,0.0,0.0,1.0,0.0
Test_813,1.0,0.0,0.0,0.0
Test_815,0.0,0.0,0.0,1.0
Test_824,1.0,0.0,0.0,0.0
Test_832,1.0,0.0,0.0,0.0
Test_836,0.0,1.0,0.0,0.0
Test_840,0.0,0.0,1.0,0.0
Test_868,0.0,0.0,1.0,0.0
Test_872,0.0,0.0,0.0,1.0
Test_881,0.0,0.0,1.0,0.0
Test_893,0.0,1.0,0.0,0.0
Test_899,0.0,0.0,1.0,0.0
Test_905,0.0,0.0,1.0,0.0
Test_916,0.0,0.0,0.0,1.0
Test_927,1.0,0.0,0.0,0.0
Test_929,0.0,0.0,0.0,1.0
Test_930,0.0,1.0,0.0,0.0
Test_934,0.0,1.0,0.0,0.0
